0.000000	0.000000	#1: 285,30
49.000000	49.000000	138,22
0.000000	0.000000	#2: -226,21
49.000000	49.000000	-356,-11
0.000000	0.000000	#3: -316,7
49.000000	49.000000	286,35
0.000000	0.000000	#4: -115,36
49.000000	49.000000	125,34
0.000000	0.000000	#5: 307,-3
49.000000	49.000000	-291,4
0.000000	0.000000	#6: -116,67
49.000000	49.000000	256,79
0.000000	0.000000	#7: -210,-6
49.000000	49.000000	91,71
0.000000	0.000000	#8: 222,-17
49.000000	49.000000	139,59
0.000000	0.000000	#9: 192,15
49.000000	49.000000	250,53
0.000000	0.000000	#10: -66,89
49.000000	49.000000	136,7
0.000000	0.000000	#11: 128,46
49.000000	49.000000	-3,8
0.000000	0.000000	#12: -165,47
49.000000	49.000000	147,61
0.000000	0.000000	#13: -305,28
49.000000	49.000000	-248,44
0.000000	0.000000	#14: -31,63
49.000000	49.000000	-278,29
0.000000	0.000000	#15: -200,45
49.000000	49.000000	94,54
0.000000	0.000000	#16: 265,23
49.000000	49.000000	-94,60
0.000000	0.000000	#17: 65,48
49.000000	49.000000	254,26
0.000000	0.000000	#18: 314,35
49.000000	49.000000	293,66
0.000000	0.000000	#19: 236,47
49.000000	49.000000	255,45
0.000000	0.000000	#20: -99,22
49.000000	49.000000	-278,46
0.000000	0.000000	#21: -66,39
49.000000	49.000000	80,49
0.000000	0.000000	#22: 119,52
49.000000	49.000000	-320,46
0.000000	0.000000	#23: 278,44
49.000000	49.000000	-195,52
0.000000	0.000000	#24: -52,23
49.000000	49.000000	-147,33
0.000000	0.000000	#25: -69,55
49.000000	49.000000	-265,28
0.000000	0.000000	#26: -348,28
49.000000	49.000000	-331,42
0.000000	0.000000	#27: -116,58
49.000000	49.000000	9,70
0.000000	0.000000	#28: -54,52
49.000000	49.000000	-234,48
0.000000	0.000000	#29: 90,41
49.000000	49.000000	17,62
0.000000	0.000000	#30: -90,33
49.000000	49.000000	-259,40
0.000000	0.000000	#31: -4,90
49.000000	49.000000	-236,77
0.000000	0.000000	#32: 152,6
49.000000	49.000000	-66,81
0.000000	0.000000	#33: -90,32
49.000000	49.000000	-291,75
0.000000	0.000000	#34: 242,-8
49.000000	49.000000	-36,-8
0.000000	0.000000	#35: -88,38
49.000000	49.000000	317,47
0.000000	0.000000	#36: 312,-10
49.000000	49.000000	273,30
0.000000	0.000000	#37: -92,19
49.000000	49.000000	259,85
0.000000	0.000000	#38: 27,-1
49.000000	49.000000	-164,19
0.000000	0.000000	#39: 153,3
49.000000	49.000000	164,71
0.000000	0.000000	#40: 299,-9
49.000000	49.000000	-339,-13
0.000000	0.000000	#41: -236,25
49.000000	49.000000	331,51
0.000000	0.000000	#42: 242,15
49.000000	49.000000	352,32
0.000000	0.000000	#43: -198,49
49.000000	49.000000	232,-9
0.000000	0.000000	#44: -151,-17
49.000000	49.000000	329,31
0.000000	0.000000	#45: 7,-3
49.000000	49.000000	261,-2
0.000000	0.000000	#46: 62,27
49.000000	49.000000	-170,-23
0.000000	0.000000	#47: 315,72
49.000000	49.000000	313,0
0.000000	0.000000	#48: 6,71
49.000000	49.000000	355,44
0.000000	0.000000	#49: -127,42
49.000000	49.000000	100,-1
0.000000	0.000000	#50: -198,-4
49.000000	49.000000	169,-9
0.000000	0.000000	#51: 12,76
49.000000	49.000000	-268,27
0.000000	0.000000	#52: -159,24
49.000000	49.000000	77,21
0.000000	0.000000	#53: 253,-16
49.000000	49.000000	253,-7
0.000000	0.000000	#54: -47,68
49.000000	49.000000	224,43
0.000000	0.000000	#55: -197,71
49.000000	49.000000	-341,44
0.000000	0.000000	#56: -193,73
49.000000	49.000000	47,40
0.000000	0.000000	#57: 99,58
49.000000	49.000000	-37,36
0.000000	0.000000	#58: 128,61
49.000000	49.000000	-138,23
0.000000	0.000000	#59: 208,70
49.000000	49.000000	306,40
0.000000	0.000000	#60: 325,40
49.000000	49.000000	170,45
0.000000	0.000000	#61: 198,50
49.000000	49.000000	-106,44
0.000000	0.000000	#62: -49,54
49.000000	49.000000	-173,40
0.000000	0.000000	#63: 113,39
49.000000	49.000000	166,49
0.000000	0.000000	#64: -202,53
49.000000	49.000000	-167,63
0.000000	0.000000	#65: 66,78
49.000000	49.000000	32,59
0.000000	0.000000	#66: 76,58
49.000000	49.000000	-316,51
0.000000	0.000000	#67: -22,70
49.000000	49.000000	-150,33
0.000000	0.000000	#68: -180,59
49.000000	49.000000	-328,58
0.000000	0.000000	#69: -184,52
49.000000	49.000000	-5,39
0.000000	0.000000	#70: 161,65
49.000000	49.000000	-336,30
0.000000	0.000000	#71: 129,68
49.000000	49.000000	301,47
>> 
